gen,storage,condition,price,model,is_pro,state,state_full,gen_group,type,condition_group
16.0,128.0,Open Box,624.7,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Open Box
12.0,64.0,Excellent - Refurbished,239.0,iPhone 12,False,IL,Illinois,Mid-Gen (11-12),Standard,Refurbished
16.0,128.0,Good - Refurbished,539.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Refurbished
14.0,128.0,Very Good - Refurbished,367.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Refurbished
12.0,64.0,Used,650.0,iPhone 12,False,CT,Connecticut,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Good - Refurbished,254.88,iPhone 14,False,NY,New York,Modern (13-14),Standard,Refurbished
15.0,128.0,Excellent - Refurbished,389.88,iPhone 15,False,NY,New York,Latest (15+),Standard,Refurbished
14.0,512.0,Used,760.0,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
14.0,256.0,Used,600.0,iPhone 14 Pro Max,True,MO,Missouri,Modern (13-14),Pro,Second-hand
12.0,64.0,Used,119.0,iPhone 12,False,PA,Pennsylvania,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,129.0,iPhone 12,False,PA,Pennsylvania,Mid-Gen (11-12),Standard,Second-hand
14.0,512.0,Used,899.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
13.0,256.0,Used,279.95,iPhone 13,False,WI,Wisconsin,Modern (13-14),Standard,Second-hand
17.0,256.0,New,899.99,iPhone 17,False,FL,Florida,Latest (15+),Standard,New
14.0,128.0,For Parts Or Not Working,160.0,iPhone 14,False,CO,Colorado,Modern (13-14),Standard,Damaged
12.0,128.0,For Parts Or Not Working,71.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Damaged
13.0,128.0,Very Good - Refurbished,239.88,iPhone 13,False,NY,New York,Modern (13-14),Standard,Refurbished
13.0,128.0,Used,259.99,iPhone 13,False,CA,California,Modern (13-14),Standard,Second-hand
12.0,64.0,Good - Refurbished,179.0,iPhone 12,False,PA,Pennsylvania,Mid-Gen (11-12),Standard,Refurbished
14.0,128.0,Used,356.99,iPhone 14 Plus,False,FL,Florida,Modern (13-14),Standard,Second-hand
16.0,128.0,Open Box,565.0,iPhone 16,False,OH,Ohio,Latest (15+),Standard,Open Box
16.0,512.0,Open Box,675.0,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
17.0,512.0,Excellent - Refurbished,949.95,iPhone 17,False,KS,Kansas,Latest (15+),Standard,Refurbished
16.0,512.0,Open Box,673.0,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
13.0,128.0,Used,214.95,iPhone 13 Mini,False,KS,Kansas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,249.95,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
14.0,512.0,Very Good - Refurbished,362.95,iPhone 14 Plus,False,KS,Kansas,Modern (13-14),Standard,Refurbished
14.0,512.0,Very Good - Refurbished,353.95,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Refurbished
14.0,512.0,Used,279.95,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
15.0,256.0,Excellent - Refurbished,527.95,iPhone 15 Pro,True,KS,Kansas,Latest (15+),Pro,Refurbished
15.0,128.0,Very Good - Refurbished,449.95,iPhone 15 Pro,True,KS,Kansas,Latest (15+),Pro,Refurbished
14.0,128.0,Open Box,400.0,iPhone 14 Plus,False,MD,Maryland,Modern (13-14),Standard,Open Box
14.0,256.0,Used,454.95,iPhone 14 Pro Max,True,KS,Kansas,Modern (13-14),Pro,Second-hand
16.0,512.0,Excellent - Refurbished,720.95,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Refurbished
16.0,128.0,Very Good - Refurbished,546.95,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Refurbished
14.0,128.0,Used,299.95,iPhone 14 Plus,False,KS,Kansas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,299.77,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
13.0,512.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,128.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,For Parts Or Not Working,134.0,iPhone 14,False,NV,Nevada,Modern (13-14),Standard,Damaged
14.0,128.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,256.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,256.0,Open Box,518.95,iPhone 14,False,NY,New York,Modern (13-14),Standard,Open Box
12.0,256.0,Open Box,249.99,iPhone 12,False,NJ,New Jersey,Mid-Gen (11-12),Standard,Open Box
13.0,128.0,New,349.55,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Used,399.99,iPhone 14 Pro Max,True,WA,Washington,Modern (13-14),Pro,Second-hand
16.0,128.0,Very Good - Refurbished,569.95,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Refurbished
14.0,128.0,New,374.99,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,397.99,iPhone 14 Plus,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,432.13,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,128.0,Used,349.99,iPhone 12 Pro Max,True,KY,Kentucky,Mid-Gen (11-12),Pro,Second-hand
13.0,512.0,Used,262.45,iPhone 13,False,OK,Oklahoma,Modern (13-14),Standard,Second-hand
13.0,128.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
16.0,128.0,Open Box,469.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
16.0,128.0,Open Box,569.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
13.0,128.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
16.0,256.0,Open Box,679.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
13.0,256.0,New,321.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
16.0,128.0,Open Box,579.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
13.0,128.0,Used,234.35,iPhone 13,False,OK,Oklahoma,Modern (13-14),Standard,Second-hand
14.0,512.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
16.0,128.0,Very Good - Refurbished,429.99,iPhone 16,False,FL,Florida,Latest (15+),Standard,Refurbished
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,256.0,New,321.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,New
17.0,512.0,New,650.0,iPhone 17 Pro Max,True,NJ,New Jersey,Latest (15+),Pro,New
14.0,512.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,675.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,128.0,For Parts Or Not Working,289.99,iPhone 13,False,IN,Indiana,Modern (13-14),Standard,Damaged
17.0,2048.0,New,599.0,iPhone 17 Pro Max,True,MD,Maryland,Latest (15+),Pro,New
13.0,128.0,Used,600.0,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,978.54,iPhone 14 Pro Max,True,PA,Pennsylvania,Modern (13-14),Pro,Second-hand
13.0,512.0,New,321.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,Used,750.0,iPhone 13,False,NC,North Carolina,Modern (13-14),Standard,Second-hand
14.0,128.0,New,403.95,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,512.0,New,699.88,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,409.95,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,699.88,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,403.95,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,331.99,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,512.0,New,699.88,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
13.0,256.0,New,409.95,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
17.0,256.0,Open Box,859.0,iPhone 17,False,NY,New York,Latest (15+),Standard,Open Box
12.0,128.0,For Parts Or Not Working,269.0,iPhone 12 Pro Max,True,NY,New York,Mid-Gen (11-12),Pro,Damaged
13.0,256.0,New,399.28,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,128.0,Used,249.99,iPhone 12,False,WA,Washington,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,204.74,iPhone 12,False,WA,Washington,Mid-Gen (11-12),Standard,Second-hand
17.0,256.0,Open Box,899.98,iPhone 17,False,FL,Florida,Latest (15+),Standard,Open Box
12.0,64.0,New,295.65,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,New
14.0,128.0,Used,220.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,299.0,iPhone 14 Plus,False,NJ,New Jersey,Modern (13-14),Standard,Second-hand
17.0,1024.0,New,599.0,iPhone 17 Pro Max,True,TX,Texas,Latest (15+),Pro,New
17.0,1024.0,New,560.0,iPhone 17 Pro Max,True,AL,Alabama,Latest (15+),Pro,New
14.0,128.0,New,403.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,New
13.0,128.0,For Parts Or Not Working,75.0,iPhone 13,False,MI,Michigan,Modern (13-14),Standard,Damaged
16.0,128.0,New,549.99,iPhone 16,False,NY,New York,Latest (15+),Standard,New
17.0,256.0,New,549.99,iPhone 17,False,NY,New York,Latest (15+),Standard,New
17.0,256.0,New,580.0,iPhone 17,False,PA,Pennsylvania,Latest (15+),Standard,New
17.0,512.0,New,489.95,iPhone 17,False,TX,Texas,Latest (15+),Standard,New
17.0,2048.0,New,479.99,iPhone 17 Pro Max,True,CO,Colorado,Latest (15+),Pro,New
12.0,64.0,Open Box,233.95,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Open Box
13.0,128.0,New,366.95,iPhone 13,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,Open Box,348.95,iPhone 14,False,CA,California,Modern (13-14),Standard,Open Box
14.0,128.0,Used,289.99,iPhone 14,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,849.95,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Second-hand
14.0,512.0,Used,319.99,iPhone 14,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,512.0,Used,399.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
15.0,128.0,Open Box,464.95,iPhone 15,False,CA,California,Latest (15+),Standard,Open Box
14.0,512.0,Used,369.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
13.0,512.0,Used,254.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,Second-hand
12.0,256.0,Used,229.99,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Second-hand
14.0,512.0,Used,454.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
12.0,512.0,Used,314.99,iPhone 12 Pro Max,True,NY,New York,Mid-Gen (11-12),Pro,Second-hand
14.0,512.0,Used,469.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
13.0,512.0,Used,214.99,iPhone 13 Mini,False,NY,New York,Modern (13-14),Standard,Second-hand
14.0,128.0,Excellent - Refurbished,734.95,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,Refurbished
14.0,128.0,Excellent - Refurbished,304.99,iPhone 14,False,NY,New York,Modern (13-14),Standard,Refurbished
15.0,128.0,Very Good - Refurbished,394.99,iPhone 15 Plus,False,NY,New York,Latest (15+),Standard,Refurbished
15.0,128.0,Excellent - Refurbished,414.99,iPhone 15 Plus,False,NY,New York,Latest (15+),Standard,Refurbished
14.0,128.0,Used,529.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
14.0,128.0,Used,571.6,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
14.0,256.0,Very Good - Refurbished,509.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Refurbished
13.0,512.0,Excellent - Refurbished,339.99,iPhone 13,False,NY,New York,Modern (13-14),Standard,Refurbished
12.0,512.0,Excellent - Refurbished,339.99,iPhone 12 Pro Max,True,NY,New York,Mid-Gen (11-12),Pro,Refurbished
17.0,256.0,New,984.94,iPhone 17,False,CA,California,Latest (15+),Standard,New
17.0,256.0,New,982.95,iPhone 17,False,CA,California,Latest (15+),Standard,New
17.0,256.0,New,984.95,iPhone 17,False,CA,California,Latest (15+),Standard,New
17.0,256.0,New,988.95,iPhone 17,False,CA,California,Latest (15+),Standard,New
17.0,256.0,New,984.95,iPhone 17,False,CA,California,Latest (15+),Standard,New
14.0,128.0,Used,329.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Second-hand
14.0,128.0,New,429.95,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,New
12.0,128.0,New,329.99,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,New
12.0,128.0,New,319.95,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,New
14.0,128.0,Used,274.99,iPhone 14 Plus,False,NY,New York,Modern (13-14),Standard,Second-hand
15.0,128.0,New,517.95,iPhone 15,False,CA,California,Latest (15+),Standard,New
13.0,128.0,Used,250.0,iPhone 13,False,TN,Tennessee,Modern (13-14),Standard,Second-hand
17.0,256.0,Open Box,848.0,iPhone 17,False,UT,Utah,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,848.0,iPhone 17,False,UT,Utah,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,848.0,iPhone 17,False,UT,Utah,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,777.0,iPhone 17,False,UT,Utah,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,777.0,iPhone 17,False,UT,Utah,Latest (15+),Standard,Open Box
14.0,128.0,For Parts Or Not Working,99.99,iPhone 14,False,WI,Wisconsin,Modern (13-14),Standard,Damaged
17.0,256.0,Open Box,829.99,iPhone 17,False,AR,Arkansas,Latest (15+),Standard,Open Box
16.0,128.0,Open Box,659.99,iPhone 16,False,TX,Texas,Latest (15+),Standard,Open Box
12.0,256.0,Used,650.0,iPhone 12 Pro Max,True,NV,Nevada,Mid-Gen (11-12),Pro,Second-hand
16.0,128.0,Excellent - Refurbished,569.0,iPhone 16,False,CA,California,Latest (15+),Standard,Refurbished
16.0,128.0,Very Good - Refurbished,549.0,iPhone 16,False,CA,California,Latest (15+),Standard,Refurbished
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
12.0,128.0,For Parts Or Not Working,132.99,iPhone 12 Pro Max,True,TX,Texas,Mid-Gen (11-12),Pro,Damaged
16.0,128.0,Very Good - Refurbished,539.0,iPhone 16,False,CA,California,Latest (15+),Standard,Refurbished
16.0,128.0,Excellent - Refurbished,559.0,iPhone 16,False,CA,California,Latest (15+),Standard,Refurbished
17.0,256.0,New,899.95,iPhone 17,False,UT,Utah,Latest (15+),Standard,New
13.0,128.0,Used,910.0,iPhone 13,False,CA,California,Modern (13-14),Standard,Second-hand
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,Used,333.6,iPhone 14,False,MO,Missouri,Modern (13-14),Standard,Second-hand
13.0,128.0,New,430.69,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,1024.0,Used,749.99,iPhone 14 Pro Max,True,FL,Florida,Modern (13-14),Pro,Second-hand
17.0,256.0,New,824.74,iPhone 17,False,OH,Ohio,Latest (15+),Standard,New
12.0,64.0,New,500.0,iPhone 12,False,NJ,New Jersey,Mid-Gen (11-12),Standard,New
17.0,256.0,Excellent - Refurbished,769.0,iPhone 17,False,CA,California,Latest (15+),Standard,Refurbished
17.0,256.0,Very Good - Refurbished,749.0,iPhone 17,False,CA,California,Latest (15+),Standard,Refurbished
16.0,256.0,New,799.74,iPhone 16,False,OH,Ohio,Latest (15+),Standard,New
17.0,2048.0,New,499.0,iPhone 17 Pro Max,True,NH,New Hampshire,Latest (15+),Pro,New
13.0,128.0,New,352.55,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
17.0,256.0,New,730.0,iPhone 17,False,PA,Pennsylvania,Latest (15+),Standard,New
14.0,128.0,Open Box,264.99,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Open Box
17.0,512.0,New,618.99,iPhone 17 Pro Max,True,FL,Florida,Latest (15+),Pro,New
17.0,256.0,New,599.0,iPhone 17 Pro Max,True,TX,Texas,Latest (15+),Pro,New
13.0,128.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
17.0,256.0,New,828.74,iPhone 17,False,OH,Ohio,Latest (15+),Standard,New
17.0,256.0,New,799.99,iPhone 17,False,FL,Florida,Latest (15+),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
15.0,128.0,Very Good - Refurbished,390.99,iPhone 15,False,TX,Texas,Latest (15+),Standard,Refurbished
15.0,256.0,Very Good - Refurbished,493.99,iPhone 15 Pro,True,TX,Texas,Latest (15+),Pro,Refurbished
15.0,256.0,Very Good - Refurbished,568.99,iPhone 15 Pro Max,True,TX,Texas,Latest (15+),Pro,Refurbished
15.0,128.0,Very Good - Refurbished,464.99,iPhone 15 Pro,True,TX,Texas,Latest (15+),Pro,Refurbished
13.0,128.0,New,322.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
16.0,128.0,Very Good - Refurbished,570.99,iPhone 16,False,TX,Texas,Latest (15+),Standard,Refurbished
16.0,128.0,Excellent - Refurbished,594.99,iPhone 16,False,TX,Texas,Latest (15+),Standard,Refurbished
13.0,256.0,New,321.43,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,321.43,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Used,475.0,iPhone 13,False,FL,Florida,Modern (13-14),Standard,Second-hand
15.0,256.0,Very Good - Refurbished,423.99,iPhone 15 Plus,False,TX,Texas,Latest (15+),Standard,Refurbished
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
15.0,256.0,Excellent - Refurbished,442.99,iPhone 15,False,TX,Texas,Latest (15+),Standard,Refurbished
15.0,256.0,Very Good - Refurbished,410.99,iPhone 15,False,TX,Texas,Latest (15+),Standard,Refurbished
16.0,256.0,Excellent - Refurbished,588.99,iPhone 16,False,TX,Texas,Latest (15+),Standard,Refurbished
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,512.0,New,321.43,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,512.0,Used,650.0,iPhone 14 Pro Max,True,GA,Georgia,Modern (13-14),Pro,Second-hand
15.0,128.0,Good - Refurbished,386.93,iPhone 15,False,CA,California,Latest (15+),Standard,Refurbished
12.0,64.0,Used,219.99,iPhone 12,False,RI,Rhode Island,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,322.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,512.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,512.0,New,389.01,iPhone 14,False,CA,California,Modern (13-14),Standard,New
13.0,128.0,Open Box,382.01,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,Open Box
15.0,128.0,Excellent - Refurbished,479.95,iPhone 15 Pro,True,IL,Illinois,Latest (15+),Pro,Refurbished
14.0,512.0,New,745.12,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
12.0,64.0,Used,300.0,iPhone 12,False,MI,Michigan,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,For Parts Or Not Working,160.0,iPhone 13,False,OK,Oklahoma,Modern (13-14),Standard,Damaged
13.0,128.0,Used,500.0,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,Second-hand
13.0,128.0,New,322.01,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,128.0,Used,390.0,iPhone 14 Pro Max,True,AZ,Arizona,Modern (13-14),Pro,Second-hand
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
13.0,128.0,Used,380.0,iPhone 13,False,HI,Hawaii,Modern (13-14),Standard,Second-hand
14.0,128.0,Open Box,419.95,iPhone 14,False,FL,Florida,Modern (13-14),Standard,Open Box
17.0,256.0,Excellent - Refurbished,847.99,iPhone 17,False,TX,Texas,Latest (15+),Standard,Refurbished
17.0,256.0,Very Good - Refurbished,803.99,iPhone 17,False,TX,Texas,Latest (15+),Standard,Refurbished
13.0,512.0,New,321.43,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,New,745.12,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,512.0,New,332.01,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,512.0,New,321.41,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
16.0,128.0,New,669.95,iPhone 16,False,FL,Florida,Latest (15+),Standard,New
13.0,512.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,Used,289.99,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,239.99,iPhone 13,False,KS,Kansas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,309.99,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,251.11,iPhone 13,False,KS,Kansas,Modern (13-14),Standard,Second-hand
13.0,128.0,Open Box,339.95,iPhone 13 Mini,False,FL,Florida,Modern (13-14),Standard,Open Box
16.0,128.0,New,679.99,iPhone 16,False,CA,California,Latest (15+),Standard,New
13.0,512.0,Used,310.0,iPhone 13,False,LA,Louisiana,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,199.99,iPhone 12,False,MN,Minnesota,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,Used,300.0,iPhone 13,False,IL,Illinois,Modern (13-14),Standard,Second-hand
16.0,256.0,Open Box,550.0,iPhone 16,False,VA,Virginia,Latest (15+),Standard,Open Box
17.0,1024.0,New,589.0,iPhone 17 Pro Max,True,FL,Florida,Latest (15+),Pro,New
16.0,128.0,Open Box,609.95,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
14.0,512.0,New,389.01,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
17.0,1024.0,New,610.0,iPhone 17 Pro Max,True,OH,Ohio,Latest (15+),Pro,New
14.0,128.0,Used,279.99,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
14.0,1024.0,New,408.03,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
16.0,128.0,Open Box,599.99,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Open Box
13.0,128.0,Used,65.0,iPhone 13,False,MD,Maryland,Modern (13-14),Standard,Second-hand
16.0,128.0,Open Box,515.55,iPhone 16,False,KS,Kansas,Latest (15+),Standard,Open Box
17.0,512.0,New,399.99,iPhone 17,False,SC,South Carolina,Latest (15+),Standard,New
17.0,512.0,New,399.99,iPhone 17,False,CA,California,Latest (15+),Standard,New
14.0,128.0,Used,289.99,iPhone 14,False,KS,Kansas,Modern (13-14),Standard,Second-hand
12.0,128.0,New,679.0,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,New
16.0,128.0,Open Box,450.0,iPhone 16,False,NY,New York,Latest (15+),Standard,Open Box
12.0,256.0,Used,145.5,iPhone 12 Pro Max,True,NC,North Carolina,Mid-Gen (11-12),Pro,Second-hand
13.0,128.0,Used,219.99,iPhone 13,False,KS,Kansas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,243.75,iPhone 12 Pro Max,True,IL,Illinois,Mid-Gen (11-12),Pro,Second-hand
16.0,128.0,Open Box,320.0,iPhone 16,False,FL,Florida,Latest (15+),Standard,Open Box
17.0,512.0,New,600.0,iPhone 17 Pro Max,True,WA,Washington,Latest (15+),Pro,New
13.0,128.0,Open Box,650.0,iPhone 13,False,TN,Tennessee,Modern (13-14),Standard,Open Box
12.0,128.0,Open Box,800.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Open Box
13.0,128.0,Open Box,279.88,iPhone 13,False,NY,New York,Modern (13-14),Standard,Open Box
13.0,128.0,Excellent - Refurbished,259.88,iPhone 13,False,NY,New York,Modern (13-14),Standard,Refurbished
12.0,64.0,Used,144.99,iPhone 12,False,NY,New York,Mid-Gen (11-12),Standard,Second-hand
